EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2004-07-28,2004-07-30,36.0,31.2,51,44,0,94,189,2,-4989,-0.1386,36.0,0.0,30.0,-0.1667,0.1562081583665662
2004-10-06,2004-10-21,29.9,28.3,43,40,0,85,168,15,-1768,-0.0591,29.9,0.0,28.1,-0.0602,0.0862950471170203
2005-09-05,2005-09-29,26.3,24.75,37,35,0,74,146,24,-1696,-0.0645,26.3,0.0,24.55,-0.0665,0.11158049676885007
2008-09-22,2008-10-09,26.9,24.5,38,35,0,74,147,17,-2547,-0.0947,26.9,0.0,25.45,-0.0539,0.6053760568932216
2008-11-03,2008-11-13,20.5,19.8,29,28,0,59,116,10,-816,-0.0398,21.0,0.0244,20.5,0.0,0.5855098340599851
2010-03-09,2010-03-25,36.0,36.55,51,52,0,110,213,16,337,0.0094,38.0,0.0556,36.0,0.0,0.1036328480045845
2010-05-13,2010-05-18,34.5,33.15,49,47,0,99,195,5,-1545,-0.0448,34.5,0.0,33.15,-0.0391,0.2485507199447543
2011-03-22,2011-04-18,28.2,29.0,40,41,0,87,168,27,632,0.0224,28.8,0.0213,28.2,0.0,0.15572061612955435
2012-11-27,2012-12-03,16.25,16.0,23,23,0,48,94,6,-344,-0.0212,16.35,0.0062,15.9,-0.0215,0.08771231308982697
2014-03-13,2014-03-21,31.4,28.35,45,40,0,85,170,8,-3220,-0.1025,31.4,0.0,28.3,-0.0987,0.15404174630492062
2014-03-27,2014-04-14,29.15,30.5,42,43,0,92,177,18,1173,0.0402,31.3,0.0738,29.15,0.0,0.21426443709616594
2015-05-22,2015-05-27,22.05,22.0,31,31,0,66,128,5,-178,-0.0081,22.25,0.0091,21.85,-0.0091,0.19931880336070829
2015-06-22,2015-07-09,19.4,19.55,28,28,0,59,115,17,35,0.0018,21.65,0.116,19.4,0.0,0.2582632801192628
2016-01-12,2016-01-14,17.1,16.7,24,24,0,50,98,2,-498,-0.0291,17.1,0.0,16.4,-0.0409,0.10223069077912017
2018-02-26,2018-03-08,20.7,21.0,29,30,0,63,122,10,178,0.0086,21.5,0.0386,20.7,0.0,0.20086343225685344
2019-11-14,2019-12-16,25.45,26.6,36,38,0,80,154,32,996,0.0391,27.45,0.0786,25.45,0.0,0.21166619365029105
2020-02-07,2020-02-27,26.1,26.95,37,38,0,81,156,20,694,0.0266,27.7,0.0613,26.1,0.0,0.25287920794741536
2020-03-25,2020-04-14,18.0,20.2,26,29,0,61,116,20,2084,0.1158,20.45,0.1361,18.0,0.0,1.1053182119739078
2020-06-05,2020-06-12,24.35,23.8,35,34,0,71,140,7,-690,-0.0283,26.4,0.0842,24.35,0.0,0.32062881862091674
2020-08-18,2020-08-21,21.55,20.05,31,29,0,60,120,3,-1620,-0.0752,21.55,0.0,19.5,-0.0951,0.12498598475303546
2021-09-02,2021-09-30,25.1,22.65,36,32,0,68,136,28,-2586,-0.103,25.1,0.0,22.65,-0.0976,0.4068827398651136
