EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2003-05-07,2003-05-20,25.0,26.6,36,38,0,80,154,13,1446,0.0578,26.9,0.076,25.0,0.0,0.6664533344008661
2004-03-30,2004-04-30,27.2,25.0,39,36,0,75,150,31,-2350,-0.0864,27.2,0.0,24.8,-0.0882,0.3367549894159312
2004-05-05,2004-05-17,25.6,23.0,36,33,0,69,138,12,-2738,-0.107,25.6,0.0,23.5,-0.082,0.3161301399223124
2005-07-19,2005-07-21,18.6,18.1,27,26,0,54,107,2,-607,-0.0326,18.6,0.0,18.1,-0.0269,0.0913498283686931
2005-08-15,2005-08-19,18.8,16.4,27,23,0,49,99,4,-2499,-0.1329,18.8,0.0,16.15,-0.141,0.10146993373178392
2005-09-06,2005-10-06,15.0,15.3,21,22,0,46,89,30,211,0.0141,15.65,0.0433,15.0,0.0,0.3358906613099901
2006-03-30,2006-04-20,13.0,14.25,20,20,0,43,83,21,1167,0.0898,14.5,0.1154,13.0,0.0,0.2385296277518003
2007-08-24,2007-09-13,15.2,15.6,22,22,0,47,91,20,309,0.0203,16.3,0.0724,15.2,0.0,0.2615832989305922
2009-03-06,2009-03-31,7.15,9.1,20,20,0,27,67,25,1883,0.2634,9.5,0.3287,7.15,0.0,0.13748673881248452
2011-11-29,2012-01-10,6.81,7.04,20,20,0,21,61,42,169,0.0248,7.27,0.0675,6.81,0.0,0.2528652903112327
2012-05-23,2012-05-25,6.9,6.51,20,20,0,20,60,2,-450,-0.0652,6.9,0.0,6.5,-0.058,0.08590143317058763
