EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2005-06-06,2005-06-08,12.45,12.4,20,20,0,37,77,2,-127,-0.0102,12.45,0.0,12.0,-0.0361,0.08202037621851455
2005-07-06,2005-07-29,11.6,11.45,20,20,0,34,74,23,-224,-0.0193,11.6,0.0,11.15,-0.0388,0.08624265963438948
2006-03-10,2006-03-27,9.5,10.5,20,20,0,32,72,17,928,0.0977,10.2,0.0737,9.5,0.0,0.15848627013064465
2006-06-16,2006-06-27,9.06,8.38,20,20,0,25,65,11,-745,-0.0822,9.06,0.0,8.1,-0.106,0.13991875137872056
2012-05-30,2012-06-06,11.2,10.6,20,20,0,32,72,7,-672,-0.06,11.2,0.0,10.6,-0.0536,0.1589478894444618
2012-11-26,2012-12-07,10.2,10.3,20,20,0,31,71,11,29,0.0028,10.35,0.0147,10.15,-0.0049,0.09479098907120265
2016-05-18,2016-05-31,55.0,57.2,78,82,0,172,332,13,1868,0.034,58.1,0.0564,55.0,0.0,0.2985310448586387
2017-10-03,2017-11-14,46.1,48.75,66,69,0,146,281,42,2369,0.0514,48.75,0.0575,46.1,0.0,0.19498269505670685
2018-02-09,2018-02-21,39.85,41.7,57,59,0,125,241,12,1609,0.0404,41.95,0.0527,39.85,0.0,0.10937186282537503
2018-05-04,2018-06-25,35.5,38.55,51,55,0,116,222,52,2828,0.0797,39.25,0.1056,35.5,0.0,0.3226317527102498
