EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding,SignalBandwith
2002-09-18,2002-09-26,30.3,28.8,43,41,0,86,170,8,-1670,-0.0551,30.3,0.0,28.5,-0.0594,0.12173460148045723
2002-12-11,2002-12-18,27.8,28.3,40,40,0,85,165,7,335,0.0121,28.8,0.036,27.8,0.0,0.14634355229465523
2003-05-07,2003-07-14,24.6,27.5,35,39,0,82,156,68,2744,0.1115,28.3,0.1504,24.6,0.0,0.2011897147731878
2003-07-25,2003-07-31,26.8,25.8,38,37,0,77,152,6,-1152,-0.043,26.8,0.0,25.5,-0.0485,0.14551928999026087
2004-05-24,2004-06-30,30.4,29.0,43,41,0,87,171,37,-1571,-0.0517,30.4,0.0,29.0,-0.0461,0.2152537670306216
2008-05-14,2008-06-10,35.25,33.3,50,47,0,100,197,27,-2147,-0.0609,35.25,0.0,32.85,-0.0681,0.08294656602408979
2010-02-10,2010-03-05,34.5,36.7,49,52,0,110,211,23,1989,0.0577,37.0,0.0725,34.5,0.0,0.2548492826879216
2010-06-15,2010-07-01,36.7,36.1,52,51,0,108,211,16,-811,-0.0221,36.7,0.0,36.0,-0.0191,0.11856131325536223
2011-12-23,2012-01-03,31.3,31.45,45,45,0,94,184,11,-34,-0.0011,32.2,0.0288,31.1,-0.0064,0.17513557634873034
2014-10-06,2014-10-17,48.1,48.3,69,69,0,145,283,11,-83,-0.0017,48.6,0.0104,47.85,-0.0052,0.09887226917900582
2014-12-23,2015-01-07,49.8,48.5,71,69,0,146,286,15,-1586,-0.0318,49.8,0.0,48.1,-0.0341,0.08696288568865262
2015-07-15,2015-07-28,60.8,58.6,87,84,0,176,347,13,-2547,-0.0419,60.8,0.0,58.0,-0.0461,0.11698520673384194
2020-03-30,2020-04-21,37.3,39.95,53,57,0,120,230,22,2420,0.0649,40.6,0.0885,37.3,0.0,0.3843997085698714
